candidate_id,theta_family,candidate_rows,paired_rows,success_regression_count_vs_static_flow,success_gain_count_vs_static_flow,success_rate_delta_vs_static_flow,both_success_quality_pairs_vs_static_flow,both_success_quality_delta_mean_vs_static_flow,both_success_quality_delta_median_vs_static_flow,better_count_vs_static_flow,worse_count_vs_static_flow,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,global_fixed_support_gate_passed,stage1_validation_ready,not_ready_reason,source_rounds,distance_from_current_static_flow,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549000933,alpha_flow_wait_progress_sweep,29,29,0,0,0,19,-0.00259533068474,0,9,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.219789560421,1.25,1.25,1.25,0.75,0.75,1,0.112546024908,0.95,1,1,0.194629110742,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000998,g546_g548_safe_no_gain_neighborhood,29,29,0,4,0.137931034483,23,-0.00257198785826,-0.00136612022,13,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.03560790545,1.25,1.25,1.25,0.75,0.75,1,0.548557602885,0.95,1,1.04182926634,1,0.35,0.75,0.333800582399,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001195,goal_projection_mode_ablation,29,29,0,0,0,21,-0.00184497212667,0,10,9,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.05198649603,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.377979744041,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001194,edge_cost_clamp_sweep,29,29,0,0,0,21,-0.00184497212667,0,10,9,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.93459323081,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.844197561605,9.95924008152,1,0,0,False,False,False,False,False
repair5g549_theta_549000784,edge_cost_clamp_sweep,29,29,0,2,0.0689655172414,11,-0.00162658337545,0.00356824264,5,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.7613945772,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.919988660023,10.2478155044,1,0,0,False,False,False,False,False
repair5g549_theta_549000794,edge_cost_clamp_sweep,29,29,0,2,0.0689655172414,11,-0.00162658337545,0.00356824264,5,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.76636156728,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.904519190962,11.6895486209,1,0,0,False,False,False,False,False
repair5g549_theta_549000823,alpha_flow_wait_progress_sweep,29,29,0,0,0,15,-0.001432167882,-0.00889328064,9,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.50668298663,1.25,1.25,1.25,0.75,0.75,1,1.17160390679,0.95,1,1,0.8540997918,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001135,goal_projection_mode_ablation,29,29,0,1,0.0344827586207,20,-0.000944089818,-0.0026642984,10,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.891236817527,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.13685522629,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001124,edge_cost_clamp_sweep,29,29,0,3,0.103448275862,20,-0.000944089818,-0.0026642984,10,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.65721978556,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.924755650489,11.3609092782,1,0,0,False,False,False,False,False
repair5g549_theta_549001134,edge_cost_clamp_sweep,29,29,0,1,0.0344827586207,20,-0.000944089818,-0.0026642984,10,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.02829404341,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.791456167088,9.86572426855,1,0,0,False,False,False,False,False
repair5g549_theta_549000773,alpha_flow_wait_progress_sweep,29,29,0,4,0.137931034483,11,-0.0007281799,0,5,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.952046095908,1.25,1.25,1.25,0.75,0.75,1,0.392284215432,0.95,1,1,0.957328085344,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000965,goal_projection_mode_ablation,29,29,0,0,0,23,-0.000712939986522,-0.00692041523,15,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.83442293115,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.801634396731,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549001163,alpha_flow_wait_progress_sweep,29,29,0,0,0,21,-0.000704651147619,0.00232198142,8,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.860308279383,1.25,1.25,1.25,0.75,0.75,1,0.995473009054,0.95,1,1,0.0958948082104,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001120,negative_control,29,29,0,3,0.103448275862,20,-0.000567935258,-0.00545559226,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.60113089773,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.47359405281,1.19001211998,0.35,0.75,1,10.8632182736,0,0,1,False,False,False,False,False
repair5g549_theta_549001197,g543_true_near_signal_neighborhood,29,29,0,0,0,21,-0.00045437347381,0.0033444816,10,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.34089870154,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.368190663619,0.219710460579,0.915720418559,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001103,alpha_flow_wait_progress_sweep,29,29,0,1,0.0344827586207,20,-0.000286528534,0.00731655107,10,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.29285841428,1.25,1.25,1.25,0.75,0.75,1,0.689711120578,0.95,1,1,1.11163427673,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001147,g543_true_near_signal_neighborhood,29,29,0,0,0,21,-0.000219308911905,0.01380670611,8,13,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.5454337508,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.312751574497,0.23071993856,1.23479078042,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000801,static_flow_local_perturbation_fulltheta,29,29,0,0,0,15,-0.000194592783333,-0.00178412132,9,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.68798522403,1.25,1.25,1.25,0.75,0.75,1,1.05136889726,0.95,1,0.953084293831,1.19996160008,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000771,static_flow_local_perturbation_fulltheta,29,29,0,0,0,11,-0.00015828767,-0.00790513834,6,5,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.49935908128,1.25,1.25,1.25,0.75,0.75,1,1.03082253835,0.95,1,1.02474155052,0.974939250121,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001149,surrogate_guided_theta_if_model_exists,29,29,0,0,0,21,7.29670171429e-05,-0.00352889281,12,9,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.1300997198,1.25,0.820978008044,1.25,0.75,0.75,1,1,0.95,1,0.856010787978,1.26433937132,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001168,g546_g548_safe_no_gain_neighborhood,29,29,0,2,0.0689655172414,21,0.000166416742381,0.0017644464,10,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.51552365895,1.25,1.25,1.25,0.75,0.75,1,1.09946360107,0.95,1,0.850446249108,1,0.35,0.75,0.385200729599,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000844,edge_cost_clamp_sweep,29,29,0,0,0,17,0.000287649084118,-0.01097804391,11,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.84627140746,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.74546475907,10.8391023218,1,0,0,False,False,False,False,False
repair5g549_theta_549001013,alpha_flow_wait_progress_sweep,29,29,0,4,0.137931034483,23,0.000335945738261,0.00591985428,9,14,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.47800404399,1.25,1.25,1.25,0.75,0.75,1,0.774100951798,0.95,1,1,1.28808492383,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000763,alpha_flow_wait_progress_sweep,29,29,0,2,0.0689655172414,11,0.000737571884545,-0.0008583691,6,5,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.676399647201,1.25,1.25,1.25,0.75,0.75,1,0.671962406075,0.95,1,1,0.208244583511,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000927,g543_true_near_signal_neighborhood,29,29,0,0,0,19,0.000936131068947,0.0050804403,9,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.42124187418,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.254760490479,0.668947562105,0.684103631793,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001122,lambda_flow_lambda_cong_sweep,29,29,0,3,0.103448275862,20,0.001346476617,0.017671366065,8,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.21303317393,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03402893194,0.568506362987,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001143,alpha_flow_wait_progress_sweep,29,29,0,2,0.0689655172414,21,0.00150058737905,0,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.396807206386,1.25,1.25,1.25,0.75,0.75,1,0.0857735784528,0.95,1,1,0.492282515435,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000793,alpha_flow_wait_progress_sweep,29,29,0,0,0,11,0.00180997805818,0.00708591674,5,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.47152205696,1.25,1.25,1.25,0.75,0.75,1,1.01909671181,0.95,1,1,0.984367031266,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000989,surrogate_guided_theta_if_model_exists,29,29,0,2,0.0689655172414,23,0.00196558777565,0.00409836066,11,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.39472083056,1.25,0.928772242456,1.25,0.75,0.75,1,1,0.95,1,0.956145787708,0.440826618347,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000837,g543_true_near_signal_neighborhood,29,29,0,2,0.0689655172414,15,0.001989079726,0.00790513834,5,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.40575934681,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.707765984468,0.440459519081,0.723948802102,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001173,alpha_flow_wait_progress_sweep,29,29,0,2,0.0689655172414,21,0.00214940219714,0.00197238658,10,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.49429101142,1.25,1.25,1.25,0.75,0.75,1,1.20331884336,0.95,1,1,0.797453905092,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001105,goal_projection_mode_ablation,29,29,0,0,0,20,0.002152933568,0.004005340455,8,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.54351751297,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.11527626945,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001114,edge_cost_clamp_sweep,29,29,0,1,0.0344827586207,20,0.002152933568,0.004005340455,8,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.96490117021,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.719158561683,10.5048829902,1,0,0,False,False,False,False,False
repair5g549_theta_549001104,edge_cost_clamp_sweep,29,29,0,3,0.103448275862,20,0.002152933568,0.004005340455,8,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.43081823837,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.379957490085,11.5497129006,1,0,0,False,False,False,False,False
repair5g549_theta_549000775,goal_projection_mode_ablation,29,29,0,4,0.137931034483,11,0.00236675826818,0.00356824264,5,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.57759644481,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.16639466721,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000764,edge_cost_clamp_sweep,29,29,0,6,0.206896551724,11,0.00236675826818,0.00356824264,5,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.01978106044,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.966621316757,8.96556206888,1,0,0,False,False,False,False,False
repair5g549_theta_549000774,edge_cost_clamp_sweep,29,29,0,4,0.137931034483,11,0.00236675826818,0.00356824264,5,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.55049099902,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.469182561635,9.49572900854,1,0,0,False,False,False,False,False
repair5g549_theta_549001033,alpha_flow_wait_progress_sweep,29,29,0,2,0.0689655172414,23,0.00263199701739,0.00701139351,7,16,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.716134567731,1.25,1.25,1.25,0.75,0.75,1,0.72853479293,0.95,1,1,0.19996010008,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000818,g546_g548_safe_no_gain_neighborhood,29,29,0,2,0.0689655172414,15,0.002708961868,0.00624442462,6,9,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.86512670975,1.25,1.25,1.25,0.75,0.75,1,0.545649708701,0.95,1,1.12623094754,1,0.35,0.75,0.523218003564,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001154,edge_cost_clamp_sweep,29,29,0,0,0,21,0.00315472473714,0.00232198142,8,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.83520542958,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.723891802216,10.9984220032,1,0,0,False,False,False,False,False
repair5g549_theta_549000938,g546_g548_safe_no_gain_neighborhood,29,29,0,2,0.0689655172414,19,0.00345137902789,0.01124567474,7,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.00183806633,1.25,1.25,1.25,0.75,0.75,1,0.337191225618,0.95,1,1.21103172794,1,0.35,0.75,0.35920998158,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001102,lambda_flow_lambda_cong_sweep,29,29,0,3,0.103448275862,20,0.003687490621,0.008318670665,8,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.853100893794,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.02808294383,0.0375269249462,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000850,negative_control,29,29,0,0,0,17,0.00370449842941,0.0111627907,6,9,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.70423869152,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.10391579217,0.940741118518,0.35,0.75,1,8.3073513853,0,0,1,False,False,False,False,False
repair5g549_theta_549000836,alpha_cong_commit_nonprogress_sweep,29,29,0,2,0.0689655172414,15,0.00402894027933,0.00399201597,6,9,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.76407327185,1.25,1.19258236484,1.25,0.75,0.75,1,1,0.95,1,1.25147249706,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001179,surrogate_guided_theta_if_model_exists,29,29,0,2,0.0689655172414,21,0.00404859427714,0.00309597523,8,13,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.53348375303,1.25,1.4180508139,1.25,0.75,0.75,1,1,0.95,1,1.08172473655,0.775977548045,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000796,alpha_cong_commit_nonprogress_sweep,29,29,0,0,0,11,0.00417785603727,0.00708591674,5,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.59189161622,1.25,1.10443754112,1.25,0.75,0.75,1,1,0.95,1,0.99122501755,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001133,alpha_flow_wait_progress_sweep,29,29,0,1,0.0344827586207,20,0.004294563229,0.002670501235,8,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.403323193354,1.25,1.25,1.25,0.75,0.75,1,0.132740984518,0.95,1,1,0.445695608609,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001189,surrogate_guided_theta_if_model_exists,29,29,0,0,0,21,0.00434740447952,0.00928792569,10,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.72817076365,1.25,1.15643153714,1.25,0.75,0.75,1,1,0.95,1,0.984782530435,1.2571477857,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001015,goal_projection_mode_ablation,29,29,0,4,0.137931034483,23,0.0050185205487,0.00878734622,9,14,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.71306217387,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.36959326081,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001014,edge_cost_clamp_sweep,29,29,0,2,0.0689655172414,23,0.0050185205487,0.00878734622,9,14,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.7068006864,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.329887590225,9.61339677321,1,0,0,False,False,False,False,False
repair5g549_theta_549001004,edge_cost_clamp_sweep,29,29,0,2,0.0689655172414,23,0.0050185205487,0.00878734622,9,14,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,3.02580304839,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.352644044712,8.21601956796,1,0,0,False,False,False,False,False
repair5g549_theta_549000788,g546_g548_safe_no_gain_neighborhood,29,29,0,2,0.0689655172414,11,0.00539574878182,0.00701754386,3,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.1542849181,1.25,1.25,1.25,0.75,0.75,1,1.05314609371,0.95,1,1.11921876156,1,0.35,0.75,0.605588038824,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000768,g546_g548_safe_no_gain_neighborhood,29,29,0,2,0.0689655172414,11,0.00540155216909,0.00263157895,4,7,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.95182348635,1.25,1.25,1.25,0.75,0.75,1,0.979993340013,0.95,1,1.05213564573,1,0.35,0.75,0.66323012354,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000781,static_flow_local_perturbation_fulltheta,29,29,0,2,0.0689655172414,11,0.00554646814273,0.00620017714,3,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.91041169918,1.25,1.25,1.25,0.75,0.75,1,1.04544030912,0.95,1,1.25233789532,1.23258233484,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001178,g546_g548_safe_no_gain_neighborhood,29,29,0,0,0,21,0.0060014672581,0.01183431952,8,13,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.76895666875,1.25,1.25,1.25,0.75,0.75,1,0.811990676019,0.95,1,1.0706989586,1,0.35,0.75,0.713501122998,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000826,alpha_cong_commit_nonprogress_sweep,29,29,0,0,0,15,0.006070975276,0.01328609388,6,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.81361477277,1.25,1.58380533239,1.25,0.75,0.75,1,1,0.95,1,0.920096159808,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001023,alpha_flow_wait_progress_sweep,29,29,0,0,0,23,0.00627318362043,0.00803571429,7,16,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.966214067571,1.25,1.25,1.25,0.75,0.75,1,0.69735485529,0.95,1,1,0.612495275009,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001171,static_flow_local_perturbation_fulltheta,29,29,0,0,0,21,0.00732082890571,0.00594693504,8,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.44482779035,1.25,1.25,1.25,0.75,0.75,1,1.18931222138,0.95,1,0.989518620963,0.72434495131,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001110,negative_control,29,29,0,3,0.103448275862,20,0.007934543534,0.01149099113,8,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,2.24381861236,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.02947594105,0.54264491471,0.35,0.75,1,8.78968242064,0,0,1,False,False,False,False,False
repair5g549_theta_549001034,edge_cost_clamp_sweep,29,29,0,2,0.0689655172414,23,0.00814277372696,0.01425389755,7,16,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.89613830773,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.692674614651,10.9211821576,1,0,0,False,False,False,False,False
repair5g549_theta_549000819,surrogate_guided_theta_if_model_exists,29,29,0,2,0.0689655172414,15,0.00840531399733,0.00620017714,6,9,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.67629138742,1.25,0.986866226268,1.25,0.75,0.75,1,1,0.95,1,0.988980922038,0.982147935704,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000809,surrogate_guided_theta_if_model_exists,29,29,0,2,0.0689655172414,15,0.008779226474,0.01240035429,5,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.31752078496,1.25,1.19414596171,1.25,0.75,0.75,1,1,0.95,1,0.936066627867,0.613356273287,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000912,lambda_flow_lambda_cong_sweep,29,29,0,0,0,19,0.0103879339942,0.01499779444,7,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.54069551861,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.01150697699,1.09378281243,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001161,static_flow_local_perturbation_fulltheta,29,29,0,0,0,21,0.010391955911,0.0051716032,10,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.61711500577,1.25,1.25,1.25,0.75,0.75,1,1.23473633053,0.95,1,1.07428585143,0.83256013488,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001036,alpha_cong_commit_nonprogress_sweep,29,29,0,2,0.0689655172414,23,0.0108178191826,0.01318101933,4,19,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.99973140053,1.25,1.57558284883,1.25,0.75,0.75,1,1,0.95,1,1.2725984548,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001139,surrogate_guided_theta_if_model_exists,29,29,0,1,0.0344827586207,20,0.011238636279,0.018049485065,6,14,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.41173719652,1.25,1.0818016864,1.25,0.75,0.75,1,1,0.95,1,1.13501582997,0.513244073512,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001142,lambda_flow_lambda_cong_sweep,29,29,0,0,0,21,0.0116254128429,0.00784313725,4,17,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.1691982616,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.0464479071,0.484125531749,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000769,surrogate_guided_theta_if_model_exists,29,29,0,4,0.137931034483,11,0.0117865818009,0.00772532189,0,11,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.21311683376,1.25,1.29070661859,1.25,0.75,0.75,1,1,0.95,1,1.13322783354,0.370985558029,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001159,surrogate_guided_theta_if_model_exists,29,29,0,2,0.0689655172414,21,0.0121493576652,0.01273623665,6,15,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.41712498575,1.25,0.921921256157,1.25,0.75,0.75,1,1,0.95,1,1.12846704307,0.339292421415,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001123,alpha_flow_wait_progress_sweep,29,29,0,3,0.103448275862,20,0.012529091459,0.0149156671,8,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.88420923158,1.25,1.25,1.25,0.75,0.75,1,1.23707377585,0.95,1,1,1.34182531635,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000982,lambda_flow_lambda_cong_sweep,29,29,0,2,0.0689655172414,23,0.013009582303,0.01989619377,4,19,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.21902516195,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.2589004822,0.240187019626,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000783,alpha_flow_wait_progress_sweep,29,29,0,2,0.0689655172414,11,0.0131267803573,0.0133809099,2,7,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,0.283356433287,1.25,1.25,1.25,0.75,0.75,1,0.0390286719427,0.95,1,1,0.3782002436,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001117,g543_true_near_signal_neighborhood,29,29,0,1,0.0344827586207,20,0.013222840693,0.014565219075,4,16,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.16157789351,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.156804686391,0.488021923956,0.644357461285,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001177,g543_true_near_signal_neighborhood,29,29,0,0,0,21,0.0140594016195,0.01282051282,6,15,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:29,1.41226399214,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.83428013144,0.306036287927,0.748596752806,1,11,1,0,0,False,False,False,False,False
