pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_rows_existing,success_regression_count_existing,quality_delta_existing,support_strata_existing
g554_pool_391703837017,g553_zero_regression_low_support,repair5g549_theta_549001154,1.83520542958,0.368538762912,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.723891802216,10.9984220032,1,0,0,False,False,False,False,False,29,0,0.00315472473714,4
g554_pool_531161009927,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001154_t035,0.642321900357,1.08232190036,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.903362130776,10.9994477011,1,0,0,False,False,False,False,False,29,0,0.00315472473714,
g554_pool_116416087719,g553_zero_regression_low_support,repair5g549_theta_549000938,2.00183806633,1.59566543867,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.337191225618,0.95,1,1.21103172794,1,0.35,0.75,0.35920998158,11,1,0,0,False,False,False,False,False,29,0,0.00345137902789,4
g554_pool_926524329333,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000938_t035,0.700643323215,1.51181623687,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.118016928966,0.95,1,1.07386110478,0.35,0.35,0.75,0.775723493553,11,1,0,0,False,False,False,False,False,29,0,0.00345137902789,
g554_pool_332704092980,g553_zero_regression_low_support,repair5g549_theta_549001102,0.853100893794,0.669731660533,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.02808294383,0.0375269249462,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.003687490621,4
g554_pool_822105456687,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001102_t035,0.298585312827,1.18773941452,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.00982903034,0.0131344237312,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.003687490621,
g554_pool_133455991703,g553_zero_regression_low_support,repair5g549_theta_549000850,2.70423869152,1.31658386683,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.10391579217,0.940741118518,0.35,0.75,1,8.3073513853,0,0,1,False,False,False,False,False,29,0,0.00370449842941,4
g554_pool_088680730396,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000850_t035,0.771483542022,1.23913768671,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.03637052726,0.329259391481,0.35,0.75,1,10.0575729849,1,0,0,False,False,False,False,False,29,0,0.00370449842941,
g554_pool_345552733741,g553_zero_regression_low_support,repair5g549_theta_549000836,1.76407327185,0.297406605188,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.19258236484,1.25,0.75,0.75,1,1,0.95,1,1.25147249706,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00402894027933,4
g554_pool_796392451100,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000836_t035,0.617425645151,1.05742564515,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.22990382769,1.25,0.75,0.75,1,0.35,0.95,1,1.08801537397,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00402894027933,
g554_pool_153460157689,g553_zero_regression_low_support,repair5g549_theta_549001179,1.53348375303,0.365513688973,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.4180508139,1.25,0.75,0.75,1,1,0.95,1,1.08172473655,0.775977548045,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00404859427714,4
g554_pool_619810356020,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001179_t035,0.536719313563,1.08126312448,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.30881778487,1.25,0.75,0.75,1,0.35,0.95,1,1.02860365779,0.271592141816,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00404859427714,
g554_pool_149598224578,g553_zero_regression_low_support,repair5g549_theta_549000796,1.59189161622,0.125224949554,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.10443754112,1.25,0.75,0.75,1,1,0.95,1,0.99122501755,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00417785603727,4
g554_pool_050428326458,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000796_t035,0.557162065679,0.997162065679,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.19905313939,1.25,0.75,0.75,1,0.35,0.95,1,0.996928756142,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00417785603727,
g554_pool_004322367251,g553_zero_regression_low_support,repair5g549_theta_549001133,0.403323193354,1.06334347331,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.132740984518,0.95,1,1,0.445695608609,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.004294563229,4
g554_pool_326382113935,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001133_t035,0.141163117674,1.32550354899,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.0464593445813,0.95,1,1,0.155993463013,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.004294563229,
g554_pool_958112913430,g553_zero_regression_low_support,repair5g549_theta_549001189,1.72817076365,0.261504096986,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.15643153714,1.25,0.75,0.75,1,1,0.95,1,0.984782530435,1.2571477857,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00434740447952,4
g554_pool_847063055109,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001189_t035,0.604859767278,0.924857467285,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.217251038,1.25,0.75,0.75,1,0.35,0.95,1,0.994673885652,0.440001724995,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00434740447952,
g554_pool_016918354900,g553_zero_regression_low_support,repair5g549_theta_549001015,1.71306217387,0.246395507207,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.36959326081,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.0050185205487,4
g554_pool_078874488257,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001015_t035,0.599571760856,0.867094905811,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.479357641284,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.0050185205487,
g554_pool_366751146747,g553_zero_regression_low_support,repair5g549_theta_549001014,2.7068006864,1.24013401973,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.329887590225,9.61339677321,1,0,0,False,False,False,False,False,29,0,0.0050185205487,4
g554_pool_333705325928,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001014_t035,0.947380240245,1.38738024024,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.765460656579,10.5146888706,1,0,0,False,False,False,False,False,29,0,0.0050185205487,
g554_pool_773337254625,g553_zero_regression_low_support,repair5g549_theta_549001004,3.02580304839,1.55913638173,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.352644044712,8.21601956796,1,0,0,False,False,False,False,False,29,0,0.0050185205487,4
g554_pool_087728473598,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001004_t035,1.05903106693,1.49903106693,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.773425415649,10.0256068488,1,0,0,False,False,False,False,False,29,0,0.0050185205487,
g554_pool_119709399917,g553_zero_regression_low_support,repair5g549_theta_549000788,2.1542849181,0.687618251429,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.05314609371,0.95,1,1.11921876156,1,0.35,0.75,0.605588038824,11,1,0,0,False,False,False,False,False,29,0,0.00539574878182,4
g554_pool_156388766503,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000788_t035,0.753999721338,1.16423790886,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.368601132798,0.95,1,1.04172656655,0.35,0.35,0.75,0.861955813588,11,1,0,0,False,False,False,False,False,29,0,0.00539574878182,
g554_pool_103251162681,g553_zero_regression_low_support,repair5g549_theta_549000768,1.95182348635,0.517167475666,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.979993340013,0.95,1,1.05213564573,1,0.35,0.75,0.66323012354,11,1,0,0,False,False,False,False,False,29,0,0.00540155216909,4
g554_pool_413925695375,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000768_t035,0.683138220229,1.13434194982,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.342997669005,0.95,1,1.01824747601,0.35,0.35,0.75,0.882130543239,11,1,0,0,False,False,False,False,False,29,0,0.00540155216909,
g554_pool_311147566334,g553_zero_regression_low_support,repair5g549_theta_549000781,1.91041169918,0.443745032509,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.04544030912,0.95,1,1.25233789532,1.23258233484,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00554646814273,4
g554_pool_568814590892,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000781_t035,0.66864409471,0.974659098677,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.365904108192,0.95,1,1.08831826336,0.431403817194,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00554646814273,
g554_pool_517395381085,g553_zero_regression_low_support,repair5g549_theta_549001178,1.76895666875,0.603104920454,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.811990676019,0.95,1,1.0706989586,1,0.35,0.75,0.713501122998,11,1,0,0,False,False,False,False,False,29,0,0.0060014672581,4
g554_pool_981062372893,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001178_t035,0.619134834064,1.16442005549,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.284196736607,0.95,1,1.02474463551,0.35,0.35,0.75,0.899725393049,11,1,0,0,False,False,False,False,False,29,0,0.0060014672581,
g554_pool_463117867740,g553_zero_regression_low_support,repair5g549_theta_549000826,1.81361477277,0.346948106104,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.58380533239,1.25,0.75,0.75,1,1,0.95,1,0.920096159808,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.006070975276,4
g554_pool_190853616226,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000826_t035,0.634765170472,1.07476517047,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.36683186634,1.25,0.75,0.75,1,0.35,0.95,1,0.972033655933,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.006070975276,
g554_pool_432039567139,g553_zero_regression_low_support,repair5g549_theta_549001023,0.966214067571,0.500452599095,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.69735485529,0.95,1,1,0.612495275009,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00627318362043,4
g554_pool_453308675243,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001023_t035,0.338174923649,1.12849174302,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.244074199351,0.95,1,1,0.214373346253,0.35,0.75,1,11,1,0,0,False,False,False,False,False,29,0,0.00627318362043,
