theta_id,theta_family,support_strata,safe_positive_support,hard_negative_support,hard_negative_regression_count_vs_static_flow,hard_negative_regression_count_vs_additive,fingerprint_match_rate,support_distance_threshold,utility_mean,utility_CI,forbidden_reason,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549001890,negative_control,2,0,0,0,0,1,0.05,,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.39158221684,0.509038981922,0.35,0.75,1,9.50350499299,0,0,1,False,False,False,False,False
repair5g549_theta_549001891,static_flow_local_perturbation_fulltheta,2,6,0,0,0,1,0.05,0.0126274456567,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.00178319643,0.95,1,1.18590422819,0.705182789634,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001892,lambda_flow_lambda_cong_sweep,2,12,0,0,0,1,0.05,0.0291506117533,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.05155889688,0.38460523079,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001893,alpha_flow_wait_progress_sweep,2,10,0,0,0,1,0.05,0.017724094104,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.686713626573,0.95,1,1,1.25984148032,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001894,edge_cost_clamp_sweep,2,16,2,0,2,1,0.05,0.0314414691775,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.98851002298,10.7936784126,1,0,0,False,False,False,False,False
repair5g549_theta_549001895,goal_projection_mode_ablation,2,12,0,0,0,1,0.05,0.0474491972633,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.930230639539,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549001896,alpha_cong_commit_nonprogress_sweep,2,6,0,0,0,1,0.05,0.0211098477067,compact_audit_not_claim,,1.25,0.522851204298,1.25,0.75,0.75,1,1,0.95,1,1.27563044874,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001897,g543_true_near_signal_neighborhood,2,8,0,0,0,1,0.05,0.0227034424475,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.597036605927,0.258807382385,0.681745636509,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001898,g546_g548_safe_no_gain_neighborhood,2,6,2,0,2,1,0.05,0.0297274648967,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.218731662537,0.95,1,1.22237615525,1,0.35,0.75,0.497992854014,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001899,surrogate_guided_theta_if_model_exists,2,16,2,0,2,1,0.05,0.0418234458912,compact_audit_not_claim,success_regression_vs_additive,1.25,0.74024516951,1.25,0.75,0.75,1,1,0.95,1,0.740505418989,0.202097895804,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001900,negative_control,2,4,0,0,0,1,0.05,0.00232766331,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.822943354113,0.407988684023,0.35,0.75,1,11.054493891,0,0,1,False,False,False,False,False
repair5g549_theta_549001901,static_flow_local_perturbation_fulltheta,2,18,2,0,2,1,0.05,0.0386469037244,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.794680410639,0.95,1,0.815806368387,0.770608458783,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001902,lambda_flow_lambda_cong_sweep,2,20,2,0,2,1,0.05,0.055124916985,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.544528910942,0.112937774124,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001903,alpha_flow_wait_progress_sweep,2,14,2,2,2,1,0.05,0.0273325469414,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.20818383363,0.95,1,1,0.670548158904,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001904,edge_cost_clamp_sweep,2,18,0,0,0,1,0.05,0.0387781130867,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.784052931894,9.48643302713,1,0,0,False,False,False,False,False
repair5g549_theta_549001905,goal_projection_mode_ablation,2,2,0,0,0,1,0.05,0.02901098902,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.302051395897,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549001906,alpha_cong_commit_nonprogress_sweep,2,16,0,0,0,1,0.05,0.0329204518338,compact_audit_not_claim,,1.25,0.613968522063,1.25,0.75,0.75,1,1,0.95,1,0.97430505139,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001907,g543_true_near_signal_neighborhood,2,12,0,0,0,1,0.05,0.0698304059233,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.191185417629,0.353357193286,0.994963010074,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001908,g546_g548_safe_no_gain_neighborhood,2,14,0,0,0,1,0.05,0.0502677479471,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.668939562121,0.95,1,0.94342011316,1,0.35,0.75,0.380064289871,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001909,surrogate_guided_theta_if_model_exists,2,8,0,0,0,1,0.05,0.03712900321,compact_audit_not_claim,,1.25,0.767972114056,1.25,0.75,0.75,1,1,0.95,1,1.4061016878,0.369355961288,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001910,negative_control,2,18,0,0,0,1,0.05,0.0547512556167,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.945864108272,0.943342113316,0.35,0.75,1,11.5844688311,0,0,1,False,False,False,False,False
repair5g549_theta_549001911,static_flow_local_perturbation_fulltheta,2,12,2,0,2,1,0.05,0.0489698206733,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.878515842968,0.95,1,0.89898000204,0.993068813862,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001912,lambda_flow_lambda_cong_sweep,2,18,0,0,0,1,0.05,0.04931997117,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.684979630041,0.258320483359,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001913,alpha_flow_wait_progress_sweep,2,16,0,0,0,1,0.05,0.0400057310688,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.832927084146,0.95,1,1,1.27452795094,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001914,edge_cost_clamp_sweep,2,18,0,0,0,1,0.05,0.0387781130867,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.935277379445,10.0975838048,1,0,0,False,False,False,False,False
repair5g549_theta_549001915,goal_projection_mode_ablation,2,18,0,0,0,1,0.05,0.0387781130867,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.310178379643,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001916,alpha_cong_commit_nonprogress_sweep,2,20,2,0,2,1,0.05,0.04585370142,compact_audit_not_claim,success_regression_vs_additive,1.25,1.5407504185,1.25,0.75,0.75,1,1,0.95,1,0.719444561111,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001917,g543_true_near_signal_neighborhood,2,14,0,0,0,1,0.05,0.0379277244043,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.14337511325,0.44363501273,0.770349709301,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001918,g546_g548_safe_no_gain_neighborhood,2,14,0,0,0,1,0.05,0.0539979409114,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.01297647405,0.95,1,0.872337555325,1,0.35,0.75,0.769706610587,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001919,surrogate_guided_theta_if_model_exists,2,16,0,0,0,1,0.05,0.030474410285,compact_audit_not_claim,,1.25,1.09835285329,1.25,0.75,0.75,1,1,0.95,1,1.00218969562,1.23068783862,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001920,negative_control,2,2,0,0,0,1,0.05,0.02725274726,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.04861090278,0.152848194304,0.35,0.75,1,9.16187367625,0,0,1,False,False,False,False,False
repair5g549_theta_549001921,static_flow_local_perturbation_fulltheta,2,18,0,0,0,1,0.05,0.0381659123356,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.11062177876,0.95,1,0.888407423185,1.19548260903,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001922,lambda_flow_lambda_cong_sweep,2,14,0,0,0,1,0.05,0.0345588721,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.936854126292,1.07745834508,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001923,alpha_flow_wait_progress_sweep,2,16,0,0,0,1,0.05,0.025560891365,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.672297405405,0.95,1,1,0.531633436733,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001924,edge_cost_clamp_sweep,2,16,0,0,0,1,0.05,0.0424689432438,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.278256193488,9.08939382121,1,0,0,False,False,False,False,False
repair5g549_theta_549001925,goal_projection_mode_ablation,2,18,0,0,0,1,0.05,0.0490139652422,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.15794668411,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549001926,alpha_cong_commit_nonprogress_sweep,2,20,0,0,0,1,0.05,0.045909203097,compact_audit_not_claim,,1.25,0.50001499997,1.25,0.75,0.75,1,1,0.95,1,0.674627650745,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001927,g543_true_near_signal_neighborhood,2,16,0,0,0,1,0.05,0.0371766881775,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.746073107854,0.674090551819,0.80861988276,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001928,g546_g548_safe_no_gain_neighborhood,2,14,0,0,0,1,0.05,0.0472605552771,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.849803200394,0.95,1,0.858666782666,1,0.35,0.75,0.721412307175,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001929,surrogate_guided_theta_if_model_exists,2,12,0,0,0,1,0.05,0.03685918496,compact_audit_not_claim,,1.25,1.4850519299,1.25,0.75,0.75,1,1,0.95,1,1.13457503085,1.00522508955,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001930,negative_control,2,6,0,0,0,1,0.05,0.0341583637633,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.801984396031,0.377820744359,0.35,0.75,1,11.722476555,0,0,1,False,False,False,False,False
repair5g549_theta_549001931,static_flow_local_perturbation_fulltheta,2,16,0,0,0,1,0.05,0.0562862565675,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.778597442805,0.95,1,0.730249539501,0.96403487193,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001932,lambda_flow_lambda_cong_sweep,2,6,0,0,0,1,0.05,0.0360881655867,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.39709520581,0.117715264569,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001933,alpha_flow_wait_progress_sweep,2,10,0,0,0,1,0.05,0.032227588482,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.441569116862,0.95,1,1,0.839734320531,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001934,edge_cost_clamp_sweep,2,16,0,0,0,1,0.05,0.0424689432438,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.949527350945,11.5668568663,1,0,0,False,False,False,False,False
repair5g549_theta_549001935,goal_projection_mode_ablation,2,20,0,0,0,1,0.05,0.047155833394,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.14398321203,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549001936,alpha_cong_commit_nonprogress_sweep,2,14,0,0,0,1,0.05,0.0427002192114,compact_audit_not_claim,,1.25,1.04443266113,1.25,0.75,0.75,1,1,0.95,1,0.971122057756,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001937,g543_true_near_signal_neighborhood,2,4,0,0,0,1,0.05,0.01812197397,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.581287037426,0.431544536911,0.508592732815,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001938,g546_g548_safe_no_gain_neighborhood,2,12,0,0,0,1,0.05,0.0435144392983,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.02595444809,0.95,1,1.05264069472,1,0.35,0.75,0.705522838954,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001939,surrogate_guided_theta_if_model_exists,2,16,0,0,0,1,0.05,0.0489231730238,compact_audit_not_claim,,1.25,0.770878258243,1.25,0.75,0.75,1,1,0.95,1,0.786579726841,0.96488477023,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001940,negative_control,2,8,0,0,0,1,0.05,0.0228873471225,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.533036933926,0.0759568480863,0.35,0.75,1,8.58679082642,0,0,1,False,False,False,False,False
repair5g549_theta_549001941,static_flow_local_perturbation_fulltheta,2,8,0,0,0,1,0.05,0.0276052002575,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.20504118992,0.95,1,1.19932680135,0.789740620519,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001942,lambda_flow_lambda_cong_sweep,2,10,0,0,0,1,0.05,0.060915072594,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.857744284511,0.334298331403,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001943,alpha_flow_wait_progress_sweep,2,8,0,0,0,1,0.05,0.0379334728,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.423535402929,0.95,1,1,0.867994264011,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001944,edge_cost_clamp_sweep,2,10,0,0,0,1,0.05,0.04071095607,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.308607882784,9.56857686285,1,0,0,False,False,False,False,False
repair5g549_theta_549001945,goal_projection_mode_ablation,2,10,0,0,0,1,0.05,0.04071095607,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.591936316127,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001946,alpha_cong_commit_nonprogress_sweep,2,16,0,0,0,1,0.05,0.0531645405975,compact_audit_not_claim,,1.25,0.972530304939,1.25,0.75,0.75,1,1,0.95,1,0.567225865548,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001947,g543_true_near_signal_neighborhood,2,6,0,0,0,1,0.05,0.0437086968133,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.396384207232,0.255777388445,0.620778258443,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001948,g546_g548_safe_no_gain_neighborhood,2,8,0,0,0,1,0.05,0.0145694662025,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.252756094488,0.95,1,1.24732115536,1,0.35,0.75,0.318206463587,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001949,surrogate_guided_theta_if_model_exists,2,4,0,0,0,1,0.05,0.03237842617,compact_audit_not_claim,,1.25,1.1640492219,1.25,0.75,0.75,1,1,0.95,1,1.10943028114,0.308508882982,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001950,negative_control,2,14,0,0,0,1,0.05,0.0547733483443,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.915301169398,1.08039383921,0.35,0.75,1,11.9655680689,0,0,1,False,False,False,False,False
repair5g549_theta_549001951,static_flow_local_perturbation_fulltheta,2,16,0,0,0,1,0.05,0.0449314594875,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.952202895594,0.95,1,0.720576958846,0.88699022602,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001952,lambda_flow_lambda_cong_sweep,2,12,0,0,0,1,0.05,0.0343028267583,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.96359507281,1.08594382811,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001953,alpha_flow_wait_progress_sweep,2,4,0,0,0,1,0.05,0.01788201,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.0131449737101,0.95,1,1,1.32839284321,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001954,edge_cost_clamp_sweep,2,10,0,0,0,1,0.05,0.04071095607,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.357845284309,10.2709154582,1,0,0,False,False,False,False,False
repair5g549_theta_549001955,goal_projection_mode_ablation,2,0,0,0,0,1,0.05,,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.163171173658,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549001956,alpha_cong_commit_nonprogress_sweep,2,4,0,0,0,1,0.05,0.045622499735,compact_audit_not_claim,,1.25,0.708327083346,1.25,0.75,0.75,1,1,0.95,1,1.14648870702,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001957,g543_true_near_signal_neighborhood,2,16,0,0,0,1,0.05,0.0542138316662,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.385969028062,0.532000335999,0.900819448361,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001958,g546_g548_safe_no_gain_neighborhood,2,8,0,0,0,1,0.05,0.03426164244,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.922195455609,0.95,1,1.25320884358,1,0.35,0.75,0.443957662085,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001959,surrogate_guided_theta_if_model_exists,2,2,0,0,0,1,0.05,0.09333333333,compact_audit_not_claim,,1.25,1.40313334373,1.25,0.75,0.75,1,1,0.95,1,1.11281987436,0.961788776422,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001960,negative_control,2,14,0,0,0,1,0.05,0.0380105204886,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.29882140236,1.21545956908,0.35,0.75,1,8.06171187658,0,0,1,False,False,False,False,False
repair5g549_theta_549001961,static_flow_local_perturbation_fulltheta,2,6,0,0,0,1,0.05,0.0515627651067,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.0460991078,0.95,1,1.24673630653,1.24384071232,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001962,lambda_flow_lambda_cong_sweep,2,4,0,0,0,1,0.05,0.04637827986,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.36762726475,0.741271517457,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001963,alpha_flow_wait_progress_sweep,2,14,0,0,0,1,0.05,0.0346999488943,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.855787038426,0.95,1,1,0.0493109013782,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001964,edge_cost_clamp_sweep,2,10,0,0,0,1,0.05,0.041131422492,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.480656038688,10.0321839356,1,0,0,False,False,False,False,False
repair5g549_theta_549001965,goal_projection_mode_ablation,2,2,0,0,0,1,0.05,0.0210989011,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.19732010536,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549001966,alpha_cong_commit_nonprogress_sweep,2,10,0,0,0,1,0.05,0.040617344148,compact_audit_not_claim,,1.25,0.557048635903,1.25,0.75,0.75,1,1,0.95,1,0.931237137526,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001967,g543_true_near_signal_neighborhood,2,6,0,0,0,1,0.05,0.0946797492067,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.125389549221,0.20639498721,1.193498113,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001968,g546_g548_safe_no_gain_neighborhood,2,10,0,0,0,1,0.05,0.042518211612,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.64857980284,0.95,1,1.03496073008,1,0.35,0.75,0.328633342733,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001969,surrogate_guided_theta_if_model_exists,2,4,4,4,4,1,0.05,0.045004420865,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.40099219802,1.25,0.75,0.75,1,1,0.95,1,1.13603102794,1.25532498935,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001970,negative_control,2,14,0,0,0,1,0.05,0.0592849018786,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.970659058682,1.48421403157,0.35,0.75,1,10.2165355669,0,0,1,False,False,False,False,False
repair5g549_theta_549001971,static_flow_local_perturbation_fulltheta,2,12,0,0,0,1,0.05,0.02930305204,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.954205691589,0.95,1,0.960034679931,0.935268529463,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001972,lambda_flow_lambda_cong_sweep,2,8,0,0,0,1,0.05,0.025908507565,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.11887276225,1.18076163848,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001973,alpha_flow_wait_progress_sweep,2,8,0,0,0,1,0.05,0.0526731467075,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.791837166326,0.95,1,1,0.391692716615,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001974,edge_cost_clamp_sweep,2,10,0,0,0,1,0.05,0.041131422492,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.413261923476,8.73439453121,1,0,0,False,False,False,False,False
repair5g549_theta_549001975,goal_projection_mode_ablation,2,10,0,0,0,1,0.05,0.041131422492,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.530025439949,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001976,alpha_cong_commit_nonprogress_sweep,2,4,0,0,0,1,0.05,0.07506126058,compact_audit_not_claim,,1.25,1.19257236486,1.25,0.75,0.75,1,1,0.95,1,1.08186283627,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001977,g543_true_near_signal_neighborhood,2,12,0,0,0,1,0.05,0.045321222695,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.127606344787,0.405271089458,1.24296951406,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001978,g546_g548_safe_no_gain_neighborhood,2,10,0,0,0,1,0.05,0.040598170422,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.575543148914,0.95,1,1.17204155592,1,0.35,0.75,0.596510856978,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001979,surrogate_guided_theta_if_model_exists,2,4,0,0,0,1,0.05,0.05546588408,compact_audit_not_claim,,1.25,1.10948358103,1.25,0.75,0.75,1,1,0.95,1,1.0698479603,0.684686530627,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001980,negative_control,2,12,0,0,0,1,0.05,0.0233023997467,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.662146675707,0.428361643277,0.35,0.75,1,9.85013629973,0,0,1,False,False,False,False,False
repair5g549_theta_549001981,static_flow_local_perturbation_fulltheta,2,14,0,0,0,1,0.05,0.0384581479929,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.867295265409,0.95,1,0.872951454097,1.22855814288,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001982,lambda_flow_lambda_cong_sweep,2,4,0,0,0,1,0.05,0.08708495974,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.08826382347,0.591025817948,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001983,alpha_flow_wait_progress_sweep,2,12,0,0,0,1,0.05,0.0294777861567,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.135603478793,0.95,1,1,0.617298265403,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001984,edge_cost_clamp_sweep,2,8,0,0,0,1,0.05,0.0377793490875,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.46268007464,11.256521487,1,0,0,False,False,False,False,False
repair5g549_theta_549001985,goal_projection_mode_ablation,2,12,0,0,0,1,0.05,0.027386167595,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.704869590261,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549001986,alpha_cong_commit_nonprogress_sweep,2,20,0,0,0,1,0.05,0.041833869418,compact_audit_not_claim,,1.25,1.42825314349,1.25,0.75,0.75,1,1,0.95,1,0.678355643289,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001987,g543_true_near_signal_neighborhood,2,12,0,0,0,1,0.05,0.0355409351567,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.108011983976,0.653970592059,0.729789040422,1,11,1,0,0,False,False,False,False,False
