theta_id,theta_family,support_strata,safe_positive_support,hard_negative_support,hard_negative_regression_count_vs_static_flow,hard_negative_regression_count_vs_additive,fingerprint_match_rate,support_distance_threshold,utility_mean,utility_CI,forbidden_reason,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,forbidden_theta
repair5g549_theta_549001095,goal_projection_mode_ablation,2,8,2,0,2,1,0.05,0.020424279355,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.513913972172,0.35,0.75,1,11,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001096,alpha_cong_commit_nonprogress_sweep,2,19,2,0,2,1,0.05,0.0488225759495,compact_audit_not_claim,success_regression_vs_additive,1.25,0.922815404369,1.25,0.75,0.75,1,1,0.95,1,0.551952896094,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001097,g543_true_near_signal_neighborhood,2,2,1,0,1,1,0.05,0.00622009569,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.276508446983,0.285499329001,0.545118409763,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001098,g546_g548_safe_no_gain_neighborhood,2,4,1,0,1,1,0.05,0.013981585455,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.04301661397,0.95,1,1.36101177798,1,0.35,0.75,0.350809298381,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001099,surrogate_guided_theta_if_model_exists,2,21,1,0,1,1,0.05,0.0370282883271,compact_audit_not_claim,success_regression_vs_additive,1.25,0.661027027946,1.25,0.75,0.75,1,1,0.95,1,0.694791910416,0.737727624545,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001101,static_flow_local_perturbation_fulltheta,2,6,2,0,2,1,0.05,0.0123586396633,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.81116477767,0.95,1,1.28747922504,0.752512494975,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001103,alpha_flow_wait_progress_sweep,2,10,2,0,2,1,0.05,0.031734382956,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.689711120578,0.95,1,1,1.11163427673,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001105,goal_projection_mode_ablation,2,8,3,0,3,1,0.05,0.0217217742825,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.11527626945,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001106,alpha_cong_commit_nonprogress_sweep,2,4,3,0,3,1,0.05,0.02910604433,compact_audit_not_claim,success_regression_vs_additive,1.25,0.797201905596,1.25,0.75,0.75,1,1,0.95,1,1.08941482117,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001107,g543_true_near_signal_neighborhood,2,2,1,0,1,1,0.05,0.01828231293,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.733677132646,0.252311395377,0.568507862984,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001108,g546_g548_safe_no_gain_neighborhood,2,4,1,0,1,1,0.05,0.028942486085,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.00292979414,0.95,1,1.38468473063,1,0.35,0.75,0.342133065734,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001109,surrogate_guided_theta_if_model_exists,2,6,3,0,3,1,0.05,0.01934159423,compact_audit_not_claim,success_regression_vs_additive,1.25,0.854841940316,1.25,0.75,0.75,1,1,0.95,1,1.24853320293,1.00664348671,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001111,static_flow_local_perturbation_fulltheta,2,14,1,0,1,1,0.05,0.0262308160486,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.15997888004,0.95,1,0.875141449717,0.766667666665,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001112,lambda_flow_lambda_cong_sweep,2,14,3,0,3,1,0.05,0.03343674573,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.711177577645,0.546081407837,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001113,alpha_flow_wait_progress_sweep,2,8,2,2,2,1,0.05,0.0171925260475,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.104022291955,0.95,1,1,1.14788170424,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001114,edge_cost_clamp_sweep,2,8,2,0,2,1,0.05,0.0217217742825,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.719158561683,10.5048829902,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001117,g543_true_near_signal_neighborhood,2,4,2,0,2,1,0.05,0.01554718777,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.156804686391,0.488021923956,0.644357461285,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001118,g546_g548_safe_no_gain_neighborhood,2,12,2,2,2,1,0.05,0.0322532838717,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.392109115782,0.95,1,0.908667932664,1,0.35,0.75,0.506889636221,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001119,surrogate_guided_theta_if_model_exists,2,6,1,0,1,1,0.05,0.06145030625,compact_audit_not_claim,success_regression_vs_additive,1.25,0.861353777292,1.25,0.75,0.75,1,1,0.95,1,0.984732130536,0.749846400307,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001125,goal_projection_mode_ablation,2,16,2,0,2,1,0.05,0.0518853310113,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.22193805612,0.35,0.75,1,11,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001126,alpha_cong_commit_nonprogress_sweep,2,10,2,0,2,1,0.05,0.038995501752,compact_audit_not_claim,success_regression_vs_additive,1.25,1.1142987714,1.25,0.75,0.75,1,1,0.95,1,0.915503168994,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001132,lambda_flow_lambda_cong_sweep,2,4,2,0,2,1,0.05,0.01286353058,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.4878480243,1.45647458705,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001133,alpha_flow_wait_progress_sweep,2,8,2,0,2,1,0.05,0.0241824717975,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.132740984518,0.95,1,1,0.445695608609,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001134,edge_cost_clamp_sweep,2,10,2,0,2,1,0.05,0.019030311988,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.791456167088,9.86572426855,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001135,goal_projection_mode_ablation,2,10,2,0,2,1,0.05,0.019030311988,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.13685522629,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001137,g543_true_near_signal_neighborhood,2,0,2,0,2,1,0.05,,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.350034699931,0.300413299173,0.552910894178,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001138,g546_g548_safe_no_gain_neighborhood,2,10,2,0,2,1,0.05,0.02383899099,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.535690328619,0.95,1,1.07637994724,1,0.35,0.75,0.690494119012,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001139,surrogate_guided_theta_if_model_exists,2,6,2,0,2,1,0.05,0.0228350622067,compact_audit_not_claim,success_regression_vs_additive,1.25,1.0818016864,1.25,0.75,0.75,1,1,0.95,1,1.13501582997,0.513244073512,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001141,static_flow_local_perturbation_fulltheta,2,16,3,1,3,1,0.05,0.0158488631325,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.17861004278,0.95,1,0.879381641237,0.731811936376,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001142,lambda_flow_lambda_cong_sweep,2,4,2,0,2,1,0.05,0.010348927675,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.0464479071,0.484125531749,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001144,edge_cost_clamp_sweep,2,8,1,1,1,1,0.05,0.01660995913,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.61530476939,8.03786392427,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001145,goal_projection_mode_ablation,2,14,3,1,3,1,0.05,0.0444591805829,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.838405323189,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549001146,alpha_cong_commit_nonprogress_sweep,2,14,2,0,2,1,0.05,0.0286505719143,compact_audit_not_claim,success_regression_vs_additive,1.25,1.03875892248,1.25,0.75,0.75,1,1,0.95,1,0.567558864882,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001147,g543_true_near_signal_neighborhood,2,8,2,0,2,1,0.05,0.0382834122325,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.312751574497,0.23071993856,1.23479078042,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001148,g546_g548_safe_no_gain_neighborhood,2,4,2,0,2,1,0.05,0.0127115512,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.296475307049,0.95,1,1.14100866798,1,0.35,0.75,0.543689512621,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001149,surrogate_guided_theta_if_model_exists,2,12,2,0,2,1,0.05,0.0145631994217,compact_audit_not_claim,success_regression_vs_additive,1.25,0.820978008044,1.25,0.75,0.75,1,1,0.95,1,0.856010787978,1.26433937132,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001151,static_flow_local_perturbation_fulltheta,2,4,2,0,2,1,0.05,0.0081156544,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.792861214278,0.95,1,1.2975514049,0.791029417941,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001152,lambda_flow_lambda_cong_sweep,2,2,1,1,1,1,0.05,0.00451930978,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.32938634123,0.527469445061,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001153,alpha_flow_wait_progress_sweep,2,10,1,1,1,1,0.05,0.013505476458,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.425811648377,0.95,1,1,1.12719224562,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001154,edge_cost_clamp_sweep,2,8,2,0,2,1,0.05,0.01660995913,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.723891802216,10.9984220032,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001156,alpha_cong_commit_nonprogress_sweep,2,14,2,0,2,1,0.05,0.0401120244686,compact_audit_not_claim,success_regression_vs_additive,1.25,0.807444385111,1.25,0.75,0.75,1,1,0.95,1,0.633439733121,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001158,g546_g548_safe_no_gain_neighborhood,2,14,2,0,2,1,0.05,0.0137538359171,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.923248453503,0.95,1,0.912411275177,1,0.35,0.75,0.359337031326,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001161,static_flow_local_perturbation_fulltheta,2,10,2,0,2,1,0.05,0.005135019582,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.23473633053,0.95,1,1.07428585143,0.83256013488,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001162,lambda_flow_lambda_cong_sweep,2,0,3,1,3,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.49523300953,1.24753850492,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001163,alpha_flow_wait_progress_sweep,2,8,2,0,2,1,0.05,0.01703438536,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.995473009054,0.95,1,1,0.0958948082104,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001164,edge_cost_clamp_sweep,2,10,5,3,5,1,0.05,0.0172946451,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.473826552347,8.26747146506,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001165,goal_projection_mode_ablation,2,10,3,1,3,1,0.05,0.0172946451,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.09302831394,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001171,static_flow_local_perturbation_fulltheta,2,8,2,0,2,1,0.05,0.01270227504,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.18931222138,0.95,1,0.989518620963,0.72434495131,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001174,edge_cost_clamp_sweep,2,10,1,1,1,1,0.05,0.0172946451,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.495204509591,9.39831720337,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001175,goal_projection_mode_ablation,2,16,2,0,2,1,0.05,0.0285234990075,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.39543070914,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549001176,alpha_cong_commit_nonprogress_sweep,2,2,1,1,1,1,0.05,0.01101928375,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.47518054964,1.25,0.75,0.75,1,1,0.95,1,1.48357503285,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001177,g543_true_near_signal_neighborhood,2,6,2,0,2,1,0.05,0.00882904682667,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.83428013144,0.306036287927,0.748596752806,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001178,g546_g548_safe_no_gain_neighborhood,2,8,2,0,2,1,0.05,0.013844868895,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.811990676019,0.95,1,1.0706989586,1,0.35,0.75,0.713501122998,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001180,negative_control,2,0,2,0,2,1,0.05,,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.26752746495,0.0846493307013,0.35,0.75,1,10.1967796064,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001181,static_flow_local_perturbation_fulltheta,2,6,3,3,3,1,0.05,0.00733538958,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.12359195282,0.95,1,1.15397049206,0.874915850168,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001182,lambda_flow_lambda_cong_sweep,2,6,3,3,3,1,0.05,0.00891215810333,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.10828678343,0.515802468395,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001183,alpha_flow_wait_progress_sweep,2,6,3,3,3,1,0.05,0.0188514956567,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.615073769852,0.95,1,1,0.167228665543,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001184,edge_cost_clamp_sweep,2,10,3,3,3,1,0.05,0.018235614704,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.67106490787,10.8028303943,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001186,alpha_cong_commit_nonprogress_sweep,2,12,2,2,2,1,0.05,0.022202402075,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.60755478489,1.25,0.75,0.75,1,1,0.95,1,0.792564414871,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001187,g543_true_near_signal_neighborhood,2,10,2,2,2,1,0.05,0.031254832168,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.66481487037,0.218077463845,1.03760492479,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001191,static_flow_local_perturbation_fulltheta,2,12,1,1,1,1,0.05,0.0107610370683,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.939183521633,0.95,1,1.13587572825,0.854280691439,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001192,lambda_flow_lambda_cong_sweep,2,10,2,2,2,1,0.05,0.02539117426,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.824709350581,0.470513058974,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001193,alpha_flow_wait_progress_sweep,2,12,2,2,2,1,0.05,0.0105729711717,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.05248539503,0.95,1,1,1.45775558449,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001196,alpha_cong_commit_nonprogress_sweep,2,12,1,1,1,1,0.05,0.0256518578017,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.73992502015,1.25,0.75,0.75,1,1,0.95,1,0.840945318109,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001199,surrogate_guided_theta_if_model_exists,2,6,2,2,2,1,0.05,0.01591588476,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.0534482931,1.25,0.75,0.75,1,1,0.95,1,1.18191493617,0.964926770146,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001202,lambda_flow_lambda_cong_sweep,2,4,2,2,2,1,0.05,0.00930539241,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.28268043464,0.452381095238,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001203,alpha_flow_wait_progress_sweep,2,10,1,1,1,1,0.05,0.02164217369,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.598316303367,0.95,1,1,0.25340499319,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001205,goal_projection_mode_ablation,2,0,1,1,1,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.0562348875302,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549001207,g543_true_near_signal_neighborhood,2,14,2,2,2,1,0.05,0.0245205342986,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.697034005932,0.377609144782,0.829256091488,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001209,surrogate_guided_theta_if_model_exists,2,8,2,2,2,1,0.05,0.0135366261425,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.857426785146,1.25,0.75,0.75,1,1,0.95,1,0.952053795892,0.483973732053,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001210,negative_control,2,12,2,2,2,1,0.05,0.039027309825,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.939464121072,1.37981724037,0.35,0.75,1,9.98622002756,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001211,static_flow_local_perturbation_fulltheta,2,4,2,2,2,1,0.05,0.01273200201,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.07574264851,0.95,1,1.17290585419,1.17511384977,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001212,lambda_flow_lambda_cong_sweep,2,6,1,1,1,1,0.05,0.0163490092733,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03935392129,0.650406199188,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001214,edge_cost_clamp_sweep,2,10,2,2,2,1,0.05,0.012346054362,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.481597286805,11.7573844852,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001216,alpha_cong_commit_nonprogress_sweep,2,2,2,2,2,1,0.05,0.02754590984,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.62992024016,1.25,0.75,0.75,1,1,0.95,1,1.4008991982,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001217,g543_true_near_signal_neighborhood,2,12,2,2,2,1,0.05,0.0333393309883,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.630010939978,0.277957844084,0.866734266531,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001218,g546_g548_safe_no_gain_neighborhood,2,12,2,2,2,1,0.05,0.0141564090767,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.795759208482,0.95,1,0.97852524295,1,0.35,0.75,0.66308492383,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001219,surrogate_guided_theta_if_model_exists,2,4,2,2,2,1,0.05,0.006852235665,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.721036057928,1.25,0.75,0.75,1,1,0.95,1,1.21503806992,0.280392939214,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001221,static_flow_local_perturbation_fulltheta,2,10,2,2,2,1,0.05,0.01187605606,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.911975376049,0.95,1,1.10960898078,0.940081719837,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001222,lambda_flow_lambda_cong_sweep,2,0,4,4,4,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.4764020472,0.388082223836,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001223,alpha_flow_wait_progress_sweep,2,10,2,2,2,1,0.05,0.021722280142,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.520677708645,0.95,1,1,0.426057647885,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001224,edge_cost_clamp_sweep,2,8,4,4,4,1,0.05,0.01336645225,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.494432011136,9.09188581623,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001225,goal_projection_mode_ablation,2,8,2,2,2,1,0.05,0.01336645225,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.179776140448,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001226,alpha_cong_commit_nonprogress_sweep,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.56667486665,1.25,0.75,0.75,1,1,0.95,1,1.24048251903,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001231,static_flow_local_perturbation_fulltheta,2,4,2,2,2,1,0.05,0.014751753435,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.810376379247,0.95,1,1.26933466133,0.960719278561,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001232,lambda_flow_lambda_cong_sweep,2,0,4,4,4,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.48208003584,0.181091637817,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001233,alpha_flow_wait_progress_sweep,2,10,2,2,2,1,0.05,0.011664404942,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.695852358295,0.95,1,1,0.425619648761,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001236,alpha_cong_commit_nonprogress_sweep,2,16,2,2,2,1,0.05,0.0190379961925,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.0139002222,1.25,0.75,0.75,1,1,0.95,1,0.734276531447,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001237,g543_true_near_signal_neighborhood,2,10,2,2,2,1,0.05,0.013121120202,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.722033955932,0.32798524403,0.775325949348,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001238,g546_g548_safe_no_gain_neighborhood,2,2,2,2,2,1,0.05,0.0083472454,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.637722224556,0.95,1,1.3815504369,1,0.35,0.75,0.749844500311,11,1,0,0,False,False,False,False,False,True
