theta_id,theta_family,support_strata,safe_positive_support,hard_negative_support,hard_negative_regression_count_vs_static_flow,hard_negative_regression_count_vs_additive,fingerprint_match_rate,support_distance_threshold,utility_mean,utility_CI,forbidden_reason,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,forbidden_theta
repair5g549_theta_549000188,g546_g548_safe_no_gain_neighborhood,2,16,2,2,2,1,0.05,0.0221469019112,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.29110501779,0.95,1,0.785751878496,1,0.35,0.75,0.50103984792,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000190,negative_control,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.04343291313,0.417251165498,0.35,0.75,1,11.3529492941,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000192,lambda_flow_lambda_cong_sweep,2,2,2,2,2,1,0.05,0.00375763269,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.42521014958,0.484878530243,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000193,alpha_flow_wait_progress_sweep,2,10,2,2,2,1,0.05,0.01894032292,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.809098381803,0.95,1,1,0.708493583013,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000194,edge_cost_clamp_sweep,2,14,4,4,4,1,0.05,0.0185612674057,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.49996475007,10.837982324,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000195,goal_projection_mode_ablation,2,18,2,2,2,1,0.05,0.0506016377111,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.21238457523,0.35,0.75,1,11,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000196,alpha_cong_commit_nonprogress_sweep,2,10,2,2,2,1,0.05,0.024048267656,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.5368991762,1.25,0.75,0.75,1,1,0.95,1,0.921028157944,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000197,g543_true_near_signal_neighborhood,2,14,4,4,4,1,0.05,0.03881415606,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.116694366611,0.632623134754,1.21308132384,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000198,g546_g548_safe_no_gain_neighborhood,2,2,4,4,4,1,0.05,0.00961538462,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.94695980608,0.95,1,1.27533154934,1,0.35,0.75,0.59177481645,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000199,surrogate_guided_theta_if_model_exists,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.838033223934,1.25,0.75,0.75,1,1,0.95,1,1.4341016318,0.986951526097,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000202,lambda_flow_lambda_cong_sweep,2,8,4,4,4,1,0.05,0.0115499200275,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.05601588797,0.221566056868,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000203,alpha_flow_wait_progress_sweep,2,8,4,4,2,1,0.05,0.0120226556725,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.0529011441977,0.95,1,1,1.26047597905,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000205,goal_projection_mode_ablation,2,12,2,2,2,1,0.05,0.0124754987783,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.458318083364,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000210,negative_control,2,16,4,4,4,1,0.05,0.04123782574,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.956128087744,0.970261059478,0.35,0.75,1,11.123989752,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000211,static_flow_local_perturbation_fulltheta,2,16,2,2,2,1,0.05,0.02629084873,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.16465707069,0.95,1,0.733328733343,0.85762988474,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000212,lambda_flow_lambda_cong_sweep,2,12,2,2,2,1,0.05,0.016908962855,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.902419195162,0.0675913648173,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000214,edge_cost_clamp_sweep,2,12,2,2,2,1,0.05,0.0124754987783,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.649514450971,11.712012576,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000215,goal_projection_mode_ablation,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.220976558047,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549000216,alpha_cong_commit_nonprogress_sweep,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.07439260121,1.25,0.75,0.75,1,1,0.95,1,1.28423643153,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000217,g543_true_near_signal_neighborhood,2,16,2,2,2,1,0.05,0.033411570605,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.444672910654,0.684623030754,1.04092141816,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000218,g546_g548_safe_no_gain_neighborhood,2,2,2,2,2,1,0.05,0.0012987013,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.429638140724,0.95,1,1.38309548381,1,0.35,0.75,0.549043751912,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000219,surrogate_guided_theta_if_model_exists,2,16,2,2,2,1,0.05,0.0230621935025,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.989771520457,1.25,0.75,0.75,1,1,0.95,1,0.775401349197,0.935721228558,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000223,alpha_flow_wait_progress_sweep,2,10,2,2,2,1,0.05,0.014774590284,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.10142979714,0.95,1,1,1.22987904024,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000226,alpha_cong_commit_nonprogress_sweep,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.839618070764,1.25,0.75,0.75,1,1,0.95,1,1.20475759048,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000228,g546_g548_safe_no_gain_neighborhood,2,2,2,2,2,1,0.05,0.00346320346,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.947613204774,0.95,1,1.33536607927,1,0.35,0.75,0.470284459431,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000233,alpha_flow_wait_progress_sweep,2,10,2,2,2,1,0.05,0.01617742837,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.858029533941,0.95,1,1,0.4229001542,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000235,goal_projection_mode_ablation,2,8,4,4,4,1,0.05,0.01032014873,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.942268115464,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000237,g543_true_near_signal_neighborhood,2,12,4,4,4,1,0.05,0.032185083875,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.382937034126,0.34866020268,0.945731608537,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000238,g546_g548_safe_no_gain_neighborhood,2,12,2,2,2,1,0.05,0.0256381171017,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.316371567257,0.95,1,0.797193805612,1,0.35,0.75,0.377221895556,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000239,surrogate_guided_theta_if_model_exists,2,8,2,2,2,1,0.05,0.016205826685,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.17072510855,1.25,0.75,0.75,1,1,0.95,1,1.01044407911,0.246296207408,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000241,static_flow_local_perturbation_fulltheta,2,16,2,0,2,1,0.05,0.0240058491588,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,0.71583516833,0.888291623417,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000244,edge_cost_clamp_sweep,2,8,2,0,2,1,0.05,0.029310608225,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.357877534245,11.7006165988,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000247,g543_true_near_signal_neighborhood,2,18,2,0,2,1,0.05,0.0412288374489,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.438005723989,0.635907128186,0.923220403559,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000248,g546_g548_safe_no_gain_neighborhood,2,2,4,2,2,1,0.05,0.01406401552,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.457747784504,0.95,1,1.22867269265,1,0.35,0.75,0.265543518913,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000249,surrogate_guided_theta_if_model_exists,2,12,2,0,2,1,0.05,0.024579190815,compact_audit_not_claim,success_regression_vs_additive,1.25,0.74452491095,1.25,0.75,0.75,1,1,0.95,1,0.846938806122,0.197060305879,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000256,alpha_cong_commit_nonprogress_sweep,2,12,2,2,0,1,0.05,0.0255344878667,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.780538188924,1.25,0.75,0.75,1,1,0.95,1,0.826173347653,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000260,negative_control,2,6,2,2,0,1,0.05,0.02279182597,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.00143599713,0.668463163074,0.35,0.75,1,11.6619526761,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000265,goal_projection_mode_ablation,2,8,2,0,2,1,0.05,0.032113587825,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.09983230034,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000268,g546_g548_safe_no_gain_neighborhood,2,8,2,2,0,1,0.05,0.011325963525,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.413872872254,0.95,1,0.940460669079,1,0.35,0.75,0.441153217694,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000271,static_flow_local_perturbation_fulltheta,2,12,2,0,2,1,0.05,0.0216115049983,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.13997852004,0.95,1,0.937700924598,0.813412373175,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000272,lambda_flow_lambda_cong_sweep,2,2,2,2,0,1,0.05,0.01163918526,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.49327001346,1.21965656069,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000277,g543_true_near_signal_neighborhood,2,4,2,0,2,1,0.05,0.01477067728,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.597023805952,0.553756792486,0.621644506711,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000278,g546_g548_safe_no_gain_neighborhood,2,8,2,0,2,1,0.05,0.03014771503,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.592928414143,0.95,1,0.797422605155,1,0.35,0.75,0.512961624077,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000279,surrogate_guided_theta_if_model_exists,2,4,2,2,0,1,0.05,0.035150395195,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.3900977698,1.25,0.75,0.75,1,1,0.95,1,1.04408881182,0.474792550415,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000281,static_flow_local_perturbation_fulltheta,2,6,2,0,2,1,0.05,0.0231618200833,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.857064685871,0.95,1,1.26673726653,0.951512896974,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000284,edge_cost_clamp_sweep,2,8,4,2,4,1,0.05,0.04427994091,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.683270383459,11.9456001088,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000287,g543_true_near_signal_neighborhood,2,14,2,0,2,1,0.05,0.0510591708614,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.146276707447,0.450765498469,1.23259178482,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000291,static_flow_local_perturbation_fulltheta,2,16,2,0,2,1,0.05,0.0210054661763,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.978683242634,0.95,1,0.978838042324,0.961625876748,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000294,edge_cost_clamp_sweep,2,8,4,0,4,1,0.05,0.04427994091,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.998668002664,9.27418545163,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000295,goal_projection_mode_ablation,2,8,2,0,2,1,0.05,0.04427994091,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.814201371597,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000298,g546_g548_safe_no_gain_neighborhood,2,0,2,0,2,1,0.05,,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.596418607163,0.95,1,1.32922034156,1,0.35,0.75,0.601713296573,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000300,negative_control,2,2,2,2,0,1,0.05,0.01502430402,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.05880688239,0.109747280505,0.35,0.75,1,11.3816652367,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000303,alpha_flow_wait_progress_sweep,2,14,2,0,2,1,0.05,0.0309104077643,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.428177893644,0.95,1,1,1.27330545339,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000305,goal_projection_mode_ablation,2,4,2,0,2,1,0.05,0.018873152685,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.463989572021,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549000306,alpha_cong_commit_nonprogress_sweep,2,8,2,0,2,1,0.05,0.0163686107275,compact_audit_not_claim,success_regression_vs_additive,1.25,1.63016648967,1.25,0.75,0.75,1,1,0.95,1,1.39003421993,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000308,g546_g548_safe_no_gain_neighborhood,2,6,2,0,2,1,0.05,0.0221242498667,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.361807976384,0.95,1,1.32977804044,1,0.35,0.75,0.750259749481,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000316,alpha_cong_commit_nonprogress_sweep,2,16,2,0,2,1,0.05,0.0321155516662,compact_audit_not_claim,success_regression_vs_additive,1.25,1.66393892212,1.25,0.75,0.75,1,1,0.95,1,0.863590272819,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000322,lambda_flow_lambda_cong_sweep,2,10,2,0,2,1,0.05,0.010523841698,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.31977036046,0.553045893908,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000325,goal_projection_mode_ablation,2,16,2,0,2,1,0.05,0.0349876767837,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.413654172692,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000326,alpha_cong_commit_nonprogress_sweep,2,18,2,0,2,1,0.05,0.0378788525289,compact_audit_not_claim,success_regression_vs_additive,1.25,1.40011944976,1.25,0.75,0.75,1,1,0.95,1,0.696000607999,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000327,g543_true_near_signal_neighborhood,2,22,2,0,2,1,0.05,0.0459730089582,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.297646804706,0.55716478567,0.898618202764,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000328,g546_g548_safe_no_gain_neighborhood,2,16,2,0,2,1,0.05,0.0439446038763,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.936143627713,0.95,1,0.998815602369,1,0.35,0.75,0.358075883848,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000332,lambda_flow_lambda_cong_sweep,2,6,2,0,2,1,0.05,0.0272446351633,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.49406601187,1.4061001878,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000334,edge_cost_clamp_sweep,2,16,2,0,2,1,0.05,0.0349876767837,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.59827980344,11.8820802358,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000339,surrogate_guided_theta_if_model_exists,2,14,2,0,2,1,0.05,0.0334058116314,compact_audit_not_claim,success_regression_vs_additive,1.25,1.03602077796,1.25,0.75,0.75,1,1,0.95,1,0.841764416471,0.858472583055,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000340,negative_control,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.13067573865,0.125297749405,0.35,0.75,1,9.96942406115,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000341,static_flow_local_perturbation_fulltheta,2,10,4,0,4,1,0.05,0.028207510722,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.14802390395,0.95,1,0.784468431063,0.750320699359,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000344,edge_cost_clamp_sweep,2,16,2,0,2,1,0.05,0.02720905131,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.454489341021,9.41873716253,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000348,g546_g548_safe_no_gain_neighborhood,2,10,2,0,2,1,0.05,0.02144148806,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.440891718217,0.95,1,1.06623216754,1,0.35,0.75,0.336683126634,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000349,surrogate_guided_theta_if_model_exists,2,4,2,0,2,1,0.05,0.02321482484,compact_audit_not_claim,success_regression_vs_additive,1.25,1.4308492383,1.25,0.75,0.75,1,1,0.95,1,1.30653068694,0.507932884134,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000355,goal_projection_mode_ablation,2,16,2,0,2,1,0.05,0.0273219691062,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.106160787678,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000356,alpha_cong_commit_nonprogress_sweep,2,12,2,0,2,1,0.05,0.03081255163,compact_audit_not_claim,success_regression_vs_additive,1.25,0.972125305749,1.25,0.75,0.75,1,1,0.95,1,1.02526194948,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000357,g543_true_near_signal_neighborhood,2,2,4,0,4,1,0.05,0.02619692864,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.237725324549,0.243438913122,0.537540424919,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000358,g546_g548_safe_no_gain_neighborhood,2,14,2,0,2,1,0.05,0.0202857883186,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.21012497975,0.95,1,0.935132629735,1,0.35,0.75,0.317001415997,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000359,surrogate_guided_theta_if_model_exists,2,16,2,0,2,1,0.05,0.0237450312813,compact_audit_not_claim,success_regression_vs_additive,1.25,0.856032787934,1.25,0.75,0.75,1,1,0.95,1,0.824642050716,1.08986332027,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
