candidate_id,map_family,agents,nominal_budget_ms,horizon_id,rows,success_regression_count_vs_g554_c00051,both_success_quality_pairs_vs_g554_c00051,quality_delta_mean_vs_g554_c00051,better_count_vs_g554_c00051,worse_count_vs_g554_c00051,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c003799,random,100,1000,stage1_short1000_t050_i2,4,0,4,-0.0360886572225,4,0,False,False,False,False,False
g556_c003799,random,100,1000,stage1_short1000_t050_i4,4,0,4,0.00750834466,2,2,False,False,False,False,False
g556_c003799,random,100,1000,stage1_short1000_t100_i2,6,0,6,-0.00979972903833,4,1,False,False,False,False,False
g556_c003799,random,100,1000,stage1_short1000_t100_i4,3,0,3,0.00129879847667,2,1,False,False,False,False,False
g556_c003799,random,100,2000,stage1_short1000_t050_i2,4,0,4,0.0141162322875,1,2,False,False,False,False,False
g556_c003799,random,100,2000,stage1_short1000_t050_i4,3,0,3,-0.0122564996133,2,0,False,False,False,False,False
g556_c003799,random,100,2000,stage1_short1000_t100_i2,2,0,2,0.020579548585,0,1,False,False,False,False,False
g556_c003799,random,100,2000,stage1_short1000_t100_i4,7,0,7,-0.0101186165314,4,3,False,False,False,False,False
g556_c003799,random,100,500,stage1_short1000_t050_i2,2,0,2,-0.01248723037,1,0,False,False,False,False,False
g556_c003799,random,100,500,stage1_short1000_t050_i4,5,0,5,-0.020136854882,4,0,False,False,False,False,False
g556_c003799,random,100,500,stage1_short1000_t100_i2,5,0,5,-0.008808834098,3,2,False,False,False,False,False
g556_c003799,random,100,500,stage1_short1000_t100_i4,5,0,5,-0.021449082068,5,0,False,False,False,False,False
g556_c003799,random,50,1000,stage1_short1000_t050_i2,4,0,4,-0.0133101900725,2,0,False,False,False,False,False
g556_c003799,random,50,1000,stage1_short1000_t050_i4,5,0,5,-0.008676964584,3,2,False,False,False,False,False
g556_c003799,random,50,1000,stage1_short1000_t100_i2,4,0,4,-0.00280270224,1,2,False,False,False,False,False
g556_c003799,random,50,1000,stage1_short1000_t100_i4,3,0,3,-0.000610920736667,1,2,False,False,False,False,False
g556_c003799,random,50,2000,stage1_short1000_t050_i2,7,0,7,-0.000453902171429,2,3,False,False,False,False,False
